category,index,name
turnip,1128,萝卜
turtle,1129,乌龟
turtleneck_(clothing),1130,高领毛衣
typewriter,1131,打字机
umbrella,1132,雨伞
underwear,1133,内衣
unicycle,1134,独轮车
urinal,1135,小便池
urn,1136,骨灰瓮
vacuum_cleaner,1137,吸尘器
vase,1138,花瓶
vending_machine,1139,自动售货机
vent,1140,通风口
vest,1141,背心
videotape,1142,录像带
vinegar,1143,醋
violin,1144,小提琴
vodka,1145,伏特加
volleyball,1146,排球
vulture,1147,秃鹫
waffle,1148,华夫饼
waffle_iron,1149,华夫饼烤盘
wagon,1150,马车
wagon_wheel,1151,马车轮
walking_stick,1152,拐杖
wall_clock,1153,挂钟
wall_socket,1154,墙壁插座
wallet,1155,钱包
walrus,1156,海象
wardrobe,1157,衣柜
washbasin,1158,洗脸盆
automatic_washer,1159,洗衣机
watch,1160,手表
water_bottle,1161,水瓶
water_cooler,1162,饮水机
water_faucet,1163,水龙头
water_heater,1164,热水器
water_jug,1165,水壶
water_gun,1166,水枪
water_scooter,1167,水上摩托
water_ski,1168,滑水板
water_tower,1169,水塔
watering_can,1170,洒水壶
watermelon,1171,西瓜
weathervane,1172,风向标
webcam,1173,网络摄像头
wedding_cake,1174,婚礼蛋糕
wedding_ring,1175,结婚戒指
wet_suit,1176,潜水服
wheel,1177,轮子
wheelchair,1178,轮椅
whipped_cream,1179,打发奶油
whistle,1180,哨子
wig,1181,假发
wind_chime,1182,风铃
windmill,1183,风车
window_box_(for_plants),1184,窗台花箱
windshield_wiper,1185,挡风玻璃雨刷
windsock,1186,风向袋
wine_bottle,1187,酒瓶
wine_bucket,1188,冰酒桶
wineglass,1189,酒杯
blinder_(for_horses),1190,马眼罩
wok,1191,炒锅
wolf,1192,狼
wooden_spoon,1193,木勺
wreath,1194,花环
wrench,1195,扳手
wristband,1196,腕带
wristlet,1197,手腕包
yacht,1198,游艇
yogurt,1199,酸奶
yoke_(animal_equipment),1200,轭
zebra,1201,斑马
zucchini,1202,西葫芦
